atclNo,cortarNo,atclNm,latitude,longitude,realEstateTypeCode,realEstateTypeName,tradeTypeName,tradeTypeCode,atclCfmYmd,totalDongCount,totalHouseholdCount,floorAreaRatio,minArea,maxArea,representativeArea,spc1,spc2,spc1_pyeong,spc2_pyeong,direction,flrInfo,tagList,atclFetrDesc,rltrNm,cpNm,directTradYn,etRoomCnt,minMviFee,maxMviFee,sameAddrCnt,priceCount,isPresales,photoCount,dealCount,leaseCount,rentCount,shortTermRentCount,totalArticleCount,existPriceTab,isComplexTourExist,매매가,보증금,월세,매매_최저가,매매_최고가,전세_최저가,전세_최고가,월세_최저가,월세_최고가,매매유형,지하철역명,지하철_거리_미터,지하철_도보_분,초등학교,중학교,고등학교,구,동,매물유형,수집시간
2553679234,1168010600,일반원룸,37.503303,127.056058,C01,원룸,단기임대,B3,25.10.03.,0,0,0,0,0,0,22,18.04,6.65,5.46,남향,4월 5일,"['25년이내', '소형평수', '화장실한개']",대치사거리 학원가인근 엘베있고 남향인 원룸,윤진공인중개사사무소,한경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,300,300,83,300,300,300,300,83,83,"매매, 전세, 월세",선릉역2호선,639,9,"서울도곡초등학교, 서울도성초등학교, 서울대현초등학교","대명중학교, 휘문중학교, 진선여자중학교","휘문고등학교, 진선여자고등학교, 단국대학교부속소프트웨어고등학교",강남구,대치동,원룸,2025.10.8 9:48
2553701074,1168010600,일반원룸,37.49884,127.058931,C01,원룸,월세,B2,25.10.03.,0,0,0,0,0,0,23,19.2,6.96,5.81,남향,2월 6일,"['25년이내', '화장실한개', '소형평수', '방한개']","대치학원가, 학생만, 공부하기 좋은 풀옵션 원룸, 주차1",미라클알파부동산중개,매경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,2000,0,85,2000,2000,0,0,85,85,"매매, 월세",한티역수인분당선,602,8,"서울도곡초등학교, 서울대곡초등학교, 서울대현초등학교","단국대학교사범대학 부속중학교, 휘문중학교, 대명중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 휘문고등학교",강남구,대치동,원룸,2025.10.8 9:48
2553699749,1168010600,일반원룸,37.49884,127.058931,C01,원룸,월세,B2,25.10.04.,0,0,0,0,0,0,104,23,31.46,6.96,북향,5월 6일,"['25년이내', '화장실한개', '방한개']",저라면 이런 집에 삽니다. 함께 가보시면 왜인지 단번에 느끼실 겁니다. ,모두의부동산중개,부동산써브,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,3000,0,95,3000,3000,0,0,95,95,"매매, 월세",한티역수인분당선,602,8,"서울도곡초등학교, 서울대곡초등학교, 서울대현초등학교","단국대학교사범대학 부속중학교, 휘문중학교, 대명중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 휘문고등학교",강남구,대치동,원룸,2025.10.8 9:48
2553701063,1168010600,일반원룸,37.49884,127.058931,C01,원룸,월세,B2,25.10.03.,0,0,0,0,0,0,32,27,9.68,8.17,남향,4월 6일,"['25년이내', '화장실한개', '소형평수', '방한개']","대치학원가, 학생만, 공부하기 좋은 풀옵션 원룸, 주차1",미라클알파부동산중개,매경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,3000,0,75,3000,3000,0,0,75,75,"매매, 월세",한티역수인분당선,602,8,"서울도곡초등학교, 서울대곡초등학교, 서울대현초등학교","단국대학교사범대학 부속중학교, 휘문중학교, 대명중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 휘문고등학교",강남구,대치동,원룸,2025.10.8 9:48
2553454478,1168010600,일반원룸,37.49884,127.058931,C01,원룸,월세,B2,25.10.02.,0,0,0,0,0,0,31,27,9.38,8.17,남향,4월 6일,"['25년이내', '융자금없는', '화장실한개']","1룸풀옵션, 깨끗한 옵션, 학원가인근, 주차가능",장원공인중개사사무소,한경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,3000,0,80,3000,3000,0,0,80,80,"매매, 월세",한티역수인분당선,602,8,"서울도곡초등학교, 서울대곡초등학교, 서울대현초등학교","단국대학교사범대학 부속중학교, 휘문중학교, 대명중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 휘문고등학교",강남구,대치동,원룸,2025.10.8 9:48
2553363432,1168010600,일반원룸,37.49884,127.058931,C01,원룸,단기임대,B3,25.10.02.,0,0,0,0,0,0,31,27,9.38,8.17,남향,4월 6일,"['25년이내', '화장실한개', '소형평수']","1룸풀옵션, 깨끗한 옵션, 학원가인근, 주차가능",장원공인중개사사무소,한경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,100,100,100,100,100,100,100,100,100,"매매, 전세, 월세",한티역수인분당선,602,8,"서울도곡초등학교, 서울대곡초등학교, 서울대현초등학교","단국대학교사범대학 부속중학교, 휘문중학교, 대명중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 휘문고등학교",강남구,대치동,원룸,2025.10.8 9:48
2553479342,1168010600,일반원룸,37.504165,127.06027,C01,원룸,월세,B2,25.10.02.,0,0,0,0,0,0,50,40,15.12,12.1,동향,2월 3일,"['25년이상', '융자금없는', '소형평수']","투룸 반전세 , 삼성역 뒷편  , 휘문중고 블럭 위치한 투룸 ",강남川공인중개사,부동산써브,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,10000,0,60,10000,10000,0,0,60,60,"매매, 월세",삼성역2호선,572,8,"서울대현초등학교, 서울도곡초등학교","휘문중학교, 대명중학교","휘문고등학교, 단국대학교부속소프트웨어고등학교",강남구,대치동,원룸,2025.10.8 9:48
2551509089,1168010600,일반원룸,37.505009,127.063392,C01,원룸,단기임대,B3,25.09.24.,0,0,0,0,0,0,37,28.52,11.19,8.63,남향,중/7,"['15년이내', '융자금없는', '역세권']",즉시 입주가휘문중 인근  학원가인근 단기 임대  조용하고 안전한곳 임니다,강남川공인중개사,부동산써브,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,300,300,135,300,300,300,300,135,135,"매매, 전세, 월세",삼성역2호선,425,6,"서울대현초등학교, 서울도곡초등학교","휘문중학교, 대명중학교","휘문고등학교, 정신여자고등학교",강남구,대치동,원룸,2025.10.8 9:48
2553419349,1168010600,일반원룸,37.502598,127.055099,C01,원룸,월세,B2,25.10.02.,0,0,0,0,0,0,30,26.1,9.07,7.9,남서향,3월 3일,"['25년이상', '화장실한개', '소형평수', '방한개']","원룸, 대치동 학원가 최근접, 통학 통근 편리, 깨끗하고 깔끔",롯데부동산공인중개사사무소,매경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,4000,0,78,4000,4000,0,0,78,78,"매매, 월세",선릉역2호선,581,8,"서울도곡초등학교, 서울도성초등학교, 서울대현초등학교","진선여자중학교, 대명중학교, 휘문중학교","휘문고등학교, 진선여자고등학교, 단국대학교사범대학부속고등학교",강남구,대치동,원룸,2025.10.8 9:48
2553360201,1168010600,일반원룸,37.504336,127.05847,C01,원룸,월세,B2,25.10.02.,0,0,0,0,0,0,27,20,8.17,6.05,남향,4월 6일,"['25년이내', '화장실한개', '소형평수', '방한개']","1룸 풀옵션,학원가인근,휘문중고교인근,추천매물,그 외 다수",장원공인중개사사무소,한경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,1000,0,120,1000,1000,0,0,120,120,"매매, 월세",삼성역2호선,640,9,"서울대현초등학교, 서울도곡초등학교, 서울도성초등학교","대명중학교, 휘문중학교, 진선여자중학교","휘문고등학교, 단국대학교부속소프트웨어고등학교",강남구,대치동,원룸,2025.10.8 9:48
2551705568,1168010600,일반원룸,37.505432,127.058807,C01,원룸,월세,B2,25.09.24.,0,0,0,0,0,0,32,28,9.68,8.47,서향,4월 5일,"['25년이상', '올수리', '화장실한개']",올수리 신축급 보증금조절가능 즉시입주,골드공인중개사사무소,한경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,5000,0,70,5000,5000,0,0,70,70,"매매, 월세",삼성역2호선,529,7,"서울대현초등학교, 서울도곡초등학교, 서울도성초등학교","대명중학교, 휘문중학교, 진선여자중학교",휘문고등학교,강남구,대치동,원룸,2025.10.8 9:48
2551577091,1168010600,일반원룸,37.505169,127.060583,C01,원룸,단기임대,B3,25.09.24.,0,0,0,0,0,0,41,23.2,12.4,7.02,북서향,2월 5일,"['25년이내', '소형평수', '화장실한개']",대치동 학원가 초저가 풀옵션 입주협의,골드공인중개사사무소,한경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,120,120,95,120,120,120,120,95,95,"매매, 전세, 월세",삼성역2호선,459,6,"서울대현초등학교, 서울도곡초등학교","휘문중학교, 대명중학교",휘문고등학교,강남구,대치동,원룸,2025.10.8 9:48
2551704686,1168010600,일반원룸,37.505432,127.058807,C01,원룸,전세,B1,25.09.24.,0,0,0,0,0,0,32,28,9.68,8.47,남향,4월 5일,"['25년이상', '올수리', '화장실한개']",올수리 신축급 전세대출가능 즉시입주,골드공인중개사사무소,한경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,17000,0,0,17000,17000,0,0,0,0,매매,삼성역2호선,529,7,"서울대현초등학교, 서울도곡초등학교, 서울도성초등학교","대명중학교, 휘문중학교, 진선여자중학교",휘문고등학교,강남구,대치동,원룸,2025.10.8 9:48
2551505207,1168010600,일반원룸,37.504455,127.060931,C01,원룸,단기임대,B3,25.09.23.,0,0,0,0,0,0,35,25,10.59,7.56,남향,B1/5,"['15년이내', '소형평수', '화장실한개']","깔끔한 풀옵션 실사진 실동영상. 단기임대 즉시입주, 주차가",강남川공인중개사,부동산써브,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,300,300,70,300,300,300,300,70,70,"매매, 전세, 월세",삼성역2호선,519,7,"서울대현초등학교, 서울도곡초등학교","휘문중학교, 대명중학교",휘문고등학교,강남구,대치동,원룸,2025.10.8 9:48
2553230990,1168010600,일반원룸,37.498571,127.056733,C01,원룸,월세,B2,25.10.01.,0,0,0,0,0,0,30,26.54,9.07,8.03,동향,3월 5일,"['25년이내', '융자금없는', '역세권']","주차차단기있는 편리한주차 넓은 분리형원룸,한티역 도보4분",대치동부동산중개,매경부동산,N,0,0,0,2,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,2000,0,73,2000,2000,0,0,73,73,"매매, 월세",한티역수인분당선,422,6,"서울도곡초등학교, 서울대도초등학교, 서울도성초등학교","단국대학교사범대학 부속중학교, 역삼중학교, 진선여자중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 중앙대학교사범대학부속고등학교",강남구,대치동,원룸,2025.10.8 9:48
2553269568,1168010600,일반원룸,37.501838,127.058743,C01,원룸,단기임대,B3,25.10.01.,0,0,0,0,0,0,41,34.35,12.4,10.39,동향,5월 7일,"['15년이내', '화장실한개', '소형평수']",대치사거리인근 시대인재학원가 앨배있고 방넓고 깔끔한 원룸,윤진공인중개사사무소,한경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,150,150,150,150,150,150,150,150,150,"매매, 전세, 월세",한티역수인분당선,803,11,"서울도곡초등학교, 서울대현초등학교, 서울도성초등학교","휘문중학교, 대명중학교, 단국대학교사범대학 부속중학교","휘문고등학교, 단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교",강남구,대치동,원룸,2025.10.8 9:48
2551510160,1168010600,일반원룸,37.505009,127.063392,C01,원룸,월세,B2,25.09.23.,0,0,0,0,0,0,44,33.78,13.31,10.22,남향,중/7,"['15년이내', '역세권', '소형평수']","휘문,대명 배정지역 즉시 입주 가능 , 전입신고가능",강남川공인중개사,부동산써브,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,1000,0,125,1000,1000,0,0,125,125,"매매, 월세",삼성역2호선,425,6,"서울대현초등학교, 서울도곡초등학교","휘문중학교, 대명중학교","휘문고등학교, 정신여자고등학교",강남구,대치동,원룸,2025.10.8 9:48
2552842988,1168010600,일반원룸,37.498514,127.052777,C01,원룸,월세,B2,25.09.30.,0,0,0,0,0,0,31,28,9.38,8.47,동향,2월 4일,"['25년이상', '역세권', '세대분리', '화장실한개']","1룸분리형,한티역인근,깨끗한 옵션,추천매물",장원공인중개사사무소,한경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,1000,0,70,1000,1000,0,0,70,70,"매매, 월세",한티역수인분당선,248,3,"서울도곡초등학교, 서울도성초등학교, 서울대도초등학교","역삼중학교, 단국대학교사범대학 부속중학교, 진선여자중학교","단국대학교사범대학부속고등학교, 단국대학교부속소프트웨어고등학교, 진선여자고등학교",강남구,대치동,원룸,2025.10.8 9:48
2553043464,1168010600,일반원룸,37.498973,127.058881,C01,원룸,월세,B2,25.09.30.,0,0,0,0,0,0,33,26.44,9.98,8,남향,3월 4일,"['25년이내', '화장실한개', '소형평수', '방한개']","대치동  시대인재,두각 학원인근 방넓은 원룸",윤진공인중개사사무소,한경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,1000,0,75,1000,1000,0,0,75,75,"매매, 월세",한티역수인분당선,605,9,"서울도곡초등학교, 서울대현초등학교, 서울대곡초등학교","단국대학교사범대학 부속중학교, 휘문중학교, 대명중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 휘문고등학교",강남구,대치동,원룸,2025.10.8 9:48
2552847822,1168010600,일반원룸,37.498973,127.058881,C01,원룸,월세,B2,25.09.30.,0,0,0,0,0,0,35,29,10.59,8.77,남향,3월 5일,"['25년이내', '화장실한개', '소형평수', '방한개']","1룸풀옵션,학원가인근,깨끗한 옵션, 그 외 다수 매물 보유중",장원공인중개사사무소,한경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,1000,0,75,1000,1000,0,0,75,75,"매매, 월세",한티역수인분당선,605,9,"서울도곡초등학교, 서울대현초등학교, 서울대곡초등학교","단국대학교사범대학 부속중학교, 휘문중학교, 대명중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 휘문고등학교",강남구,대치동,원룸,2025.10.8 9:48
2552851542,1168010600,일반원룸,37.498944,127.055674,C01,원룸,전세,B1,25.09.30.,0,0,0,0,0,0,35,25,10.59,7.56,남향,2월 3일,"['25년이상', '역세권', '세대분리']",대치동 한티역세권에 채광이 좋고 저렴한 분리형 원룸 전세,새천년공인중개사사무소,부동산써브,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,12000,0,0,12000,12000,0,0,0,0,매매,한티역수인분당선,383,5,"서울도곡초등학교, 서울도성초등학교, 서울대도초등학교","단국대학교사범대학 부속중학교, 역삼중학교, 진선여자중학교","단국대학교사범대학부속고등학교, 단국대학교부속소프트웨어고등학교, 중앙대학교사범대학부속고등학교",강남구,대치동,원룸,2025.10.8 9:48
2552774217,1168010600,일반원룸,37.501838,127.058743,C01,원룸,월세,B2,25.09.29.,0,0,0,0,0,0,41,34.35,12.4,10.39,서향,5월 7일,"['15년이내', '소형평수', '화장실한개']",대치사거리 학원가 엘베있고 방넓은 원룸,윤진공인중개사사무소,한경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,1000,0,110,1000,1000,0,0,110,110,"매매, 월세",한티역수인분당선,803,11,"서울도곡초등학교, 서울대현초등학교, 서울도성초등학교","휘문중학교, 대명중학교, 단국대학교사범대학 부속중학교","휘문고등학교, 단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교",강남구,대치동,원룸,2025.10.8 9:48
2552750459,1168010600,일반원룸,37.50325,127.054283,C01,원룸,전세,B1,25.09.29.,0,0,0,0,0,0,133,29.7,40.23,8.98,북동향,2월 3일,"['25년이상', '올수리', '화장실한개']",선릉도보3분 올수리 귀한 전세 넓은원룸,녹색공인중개사사무소,부동산뱅크,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,19000,0,0,19000,19000,0,0,0,0,매매,선릉역2호선,489,7,"서울도곡초등학교, 서울도성초등학교, 서울대현초등학교","진선여자중학교, 대명중학교, 휘문중학교","진선여자고등학교, 휘문고등학교, 단국대학교사범대학부속고등학교",강남구,대치동,원룸,2025.10.8 9:48
2552426268,1168010600,일반원룸,37.503442,127.052153,C01,원룸,월세,B2,25.09.27.,0,0,0,0,0,0,0,26.45,0,8,남동향,1월 6일,"['25년이내', '융자금없는', '올수리', '역세권']","분리형원룸, 건조기있는풀옵션, 올수리됨",럭셔리정공인중개사사무소,우리집부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,2000,0,100,2000,2000,0,0,100,100,"매매, 월세",선릉역2호선,304,4,"서울도성초등학교, 서울도곡초등학교","진선여자중학교, 대명중학교, 휘문중학교","진선여자고등학교, 휘문고등학교, 단국대학교사범대학부속고등학교",강남구,대치동,원룸,2025.10.8 9:48
2552361196,1168010600,일반원룸,37.49912,127.059346,C01,원룸,월세,B2,25.09.26.,0,0,0,0,0,0,33,29.75,9.98,9,서향,2월 3일,"['25년이상', '화장실한개', '소형평수', '방한개']",은마사거리 3분거리 학원가 최중심  원룸단기가능,대치파워부동산공인중개사사무소,부동산써브,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,1000,0,80,1000,1000,0,0,80,80,"매매, 월세",대치역3호선,616,9,"서울도곡초등학교, 서울대현초등학교, 서울대곡초등학교","단국대학교사범대학 부속중학교, 휘문중학교, 대명중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 휘문고등학교",강남구,대치동,원룸,2025.10.8 9:48
2550485131,1168010600,일반원룸,37.502603,127.053416,C01,원룸,월세,B2,25.09.18.,0,0,0,0,0,0,39,39,11.8,11.8,남향,B1/3,"['25년이상', '화장실한개', '소형평수']",방2 주방겸거실 남향 싱크교체외 수리해줌 주차가,부동산카페부동산중개주식회사,부동산뱅크,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,500,500,58,500,500,500,500,58,58,"매매, 전세, 월세",선릉역2호선,445,6,"서울도곡초등학교, 서울도성초등학교, 서울대현초등학교","진선여자중학교, 대명중학교, 휘문중학교","진선여자고등학교, 단국대학교사범대학부속고등학교, 휘문고등학교",강남구,대치동,원룸,2025.10.8 9:48
2552245532,1168010600,일반원룸,37.502053,127.051129,C01,원룸,월세,B2,25.09.26.,0,0,0,0,0,0,37,33.43,11.19,10.11,남향,4월 5일,"['25년이내', '역세권', '세대분리']","직접답사O,내부깔끔,주차가능,세미분리형,넓은면적",태성공인중개사사무소,부동산뱅크,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,1000,0,120,1000,1000,0,0,120,120,"매매, 월세",선릉역2호선,332,4,"서울도성초등학교, 서울도곡초등학교","진선여자중학교, 역삼중학교, 단국대학교사범대학 부속중학교","진선여자고등학교, 단국대학교사범대학부속고등학교, 단국대학교부속소프트웨어고등학교",강남구,대치동,원룸,2025.10.8 9:48
